"","SG_PARTIDO","NM_PARTIDO","DS_TP_DOCUMENTO","DT_PAGAMENTO","VR_PAGAMENTO"
"894","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-01-01,896
"895","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-01,5045.6
"896","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-02-01,455.8
"897","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-01,151.9
"898","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-31,45.54
"899","PSD","PARTIDO SOCIAL DEMOCRÁTICO","#NULO#",2017-09-30,46.81
"900","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-07-31,2500
"901","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-12-01,800
"902","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-12-01,100
"903","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-05-31,840
"904","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-05-26,1298.06
"905","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2017-10-23,66.31
"906","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-10-01,100
"907","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-04-01,2640.99
"908","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-02-01,2640.99
"909","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-06-14,1104
"910","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-04-01,6451
"911","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-05-24,4
"912","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-10,2.85
"913","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-03-20,4
"914","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-02-15,8.25
"915","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-12-26,2.85
"916","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-13,62
"917","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-08-31,4.35
"918","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-06-06,3.8
"919","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-09-05,4.35
"920","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-17,2.85
"921","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-12-01,4.35
"922","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-07-07,3.8
"923","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-03-22,3.8
"924","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-24,2.85
"925","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-01-09,1.35
"926","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-03-01,1002.66
"927","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-06-01,5045.6
"928","PSD","PARTIDO SOCIAL DEMOCRÁTICO","#NULO#",2017-02-28,53.98
"929","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-05-31,2500
"930","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-07-31,800
"931","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-07-03,100
"932","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-04-01,1000
"933","PSD","PARTIDO SOCIAL DEMOCRÁTICO","DOCUMENTO FISCAL",2017-07-28,1285
"934","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2017-08-30,66.31
"935","PSD","PARTIDO SOCIAL DEMOCRÁTICO","FATURA",2017-03-15,233.74
"936","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-08-02,100
"937","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-08-01,3466.12
"938","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-04-01,1249
"939","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-01-01,113.87
"940","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-31,38.64
"941","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-08-01,2640.99
"942","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-11-01,1104
"943","PSD","PARTIDO SOCIAL DEMOCRÁTICO","RECIBO",2017-08-01,6451
"944","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-03-07,3.8
"945","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-10,2.85
"946","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-03-07,2
"947","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-11-14,4.35
"948","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-10-31,4.35
"949","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-01-10,2.85
"950","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-05-19,3.8
"951","PSD","PARTIDO SOCIAL DEMOCRÁTICO","OUTROS",2017-09-01,2.35
"952","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-11-17,6940.47
"953","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-11-30,3600
"954","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-04-01,3500
"955","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-11-08,1860
"956","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-04-01,12500
"957","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-03-02,12500
"958","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-04-27,240
"959","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-02-13,540.48
"960","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-09-25,686.4
"961","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-12-06,836.5
"962","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-01-14,2878.11
"963","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-04-04,1300
"964","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2016-12-31,7000
"965","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2017-02-14,2419.62
"966","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2017-01-11,187.16
"967","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-12-28,4097.48
"968","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-03-14,25000
"969","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-09-29,2269.73
"970","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-09-21,6800
"971","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-01-25,30
"972","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-07-12,40.5
"973","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-01-31,67.14
"974","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-02-28,946.17
"975","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2016-12-31,17641.25
"976","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-01-31,3500
"977","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-12-11,80
"978","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-03-06,75
"979","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-10-10,79
"980","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-10-10,19.7
"981","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-06-07,2490.61
"982","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-10-31,927.2
"983","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-12-28,544.9
"984","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-09-29,169.6
"985","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-05-05,169.6
"986","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","BOLETO",2017-06-20,411.35
"987","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-07-31,3070.08
"988","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-02-28,2000
"989","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-12-28,5500
"990","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-10-03,7032
"991","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-06-01,1023.68
"992","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-10-03,11478.5
"993","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-01-09,222.01
"994","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-02-01,1408.41
"995","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","DOCUMENTO FISCAL",2017-04-26,896
"996","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2017-11-10,52.57
"997","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","FATURA",2016-12-31,2737.68
"998","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-09-01,2873.74
"999","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-11-01,5836.5
"1000","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-11-01,2006.52
"1001","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-04-30,2626.77
"1002","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","RECIBO",2017-08-21,6800
"1003","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-03-01,30
"1004","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-01-31,1231.56
"1005","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-03-31,479.53
"1006","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-09-12,152.67
"1007","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-06-26,30
"1008","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2016-12-31,5361.38
"1009","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-09-05,79
"1010","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-01-09,58.8
"1011","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","OUTROS",2017-12-28,933.36
"1012","PT","PARTIDO DOS TRABALHADORES","BOLETO",2017-01-31,288.64
"1013","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-13,997.5
"1014","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-10,179.97
"1015","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-06,340.93
"1016","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-22,1390
"1017","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-29,98
"1018","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-03,768
"1019","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-22,233.89
"1020","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-07-28,924
"1021","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-17,600
"1022","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-10-10,64
"1023","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-03,2400
"1024","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-11-14,56.49
"1025","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-12,159.84
"1026","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-22,1150
"1027","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-10-31,1500
"1028","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-21,1000
"1029","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-02,2000
"1030","PT","PARTIDO DOS TRABALHADORES","BOLETO",2017-01-10,236.4
"1031","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-03,1386
"1032","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-06-27,10
"1033","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-01-27,990
"1034","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-27,2772
"1035","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-26,3500
"1036","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-07-03,1985
"1037","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-20,2000
"1038","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-07-27,1100
"1039","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-06,390
"1040","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-18,49.9
"1041","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-01,450
"1042","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-28,1000
"1043","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-05,53.1
"1044","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-24,54.18
"1045","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-04,350
"1046","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-24,120
"1047","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-10-06,55.9
"1048","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-20,6.56
"1049","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-28,1100
"1050","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-10-25,680
"1051","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-15,700
"1052","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-09,20
"1053","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-15,130.23
"1054","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-14,571.42
"1055","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-30,1700
"1056","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-12-21,940
"1057","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-06-14,623
"1058","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-30,541.17
"1059","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-06-12,200.19
"1060","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-11-30,1035.58
"1061","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-05-15,530.25
"1062","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-01-02,120
"1063","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-01,1335
"1064","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-31,583.24
"1065","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-29,16.99
"1066","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-11-13,116.97
"1067","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-28,3500
"1068","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-08-31,1300
"1069","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-11-30,430
"1070","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-26,2500
"1071","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-07-28,28.24
"1072","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-07-12,19.12
"1073","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-12-01,235.18
"1074","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-01-30,803.05
"1075","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-02-24,144.32
"1076","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-04-24,110
"1077","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-30,310
"1078","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-03-06,75.5
"1079","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-06-07,144.18
"1080","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-05-05,67.29
"1081","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-24,1000
"1082","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-02-20,1000
"1083","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-09-29,2300
"1084","PT","PARTIDO DOS TRABALHADORES","DOCUMENTO FISCAL",2017-11-30,67.5
"1085","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-04-27,537.64
"1086","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-03-15,221.86
"1087","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-06-16,583.58
"1088","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-06-22,242
"1089","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-08-31,54.03
"1090","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-10-24,230
"1091","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-11-30,242
"1092","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-05-24,13.65
"1093","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-08-30,2179.86
"1094","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-07-13,66.41
"1095","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-11-10,783.75
"1096","PT","PARTIDO DOS TRABALHADORES","FATURA",2017-07-22,257.52
"1097","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-06-22,61.43
"1098","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-25,30
"1099","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-31,2659.73
"1100","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-02,5.6
"1101","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-04,5.7
"1102","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-30,0.95
"1103","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-02-22,2404.55
"1104","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-04-26,242
"1105","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-06-30,242
"1106","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-08-30,2646.83
"1107","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-10-10,88.39
"1108","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-12-20,603.54
"1109","PT","PARTIDO DOS TRABALHADORES","RECIBO",2017-04-05,8453.37
"1110","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-27,975.96
"1111","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-06-16,35
"1112","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-02-01,7.85
"1113","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-10,8.8
"1114","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-09-29,1
"1115","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-31,2.35
"1116","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-31,9.4
"1117","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-28,9.4
"1118","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-24,2.35
"1119","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-05,4.7
"1120","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-11-14,2.35
"1121","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-08-18,9.4
"1122","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-31,1
"1123","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-31,0.95
"1124","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-25,1
"1125","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-11-30,1
"1126","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-28,0.95
"1127","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-01-31,1
"1128","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-31,1
"1129","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-28,9.4
"1130","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-31,0.95
"1131","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-09-29,9.4
"1132","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-11-30,1
"1133","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-28,0.95
"1134","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-31,0.95
"1135","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-07-31,1
"1136","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-02-09,2.8
"1137","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-02-09,2.8
"1138","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-09-04,2.85
"1139","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-02-09,2.8
"1140","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-02-09,2.8
"1141","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-26,0.95
"1142","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-08-30,1
"1143","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-08-30,1
"1144","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-09-20,9.4
"1145","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-22,9.4
"1146","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-27,8.8
"1147","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-05-26,8.8
"1148","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-01-13,8.6
"1149","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-03-29,0.95
"1150","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-04-28,8.8
"1151","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-06-23,0.95
"1152","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-23,4.9
"1153","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-07-04,5.6
"1154","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-22,1
"1155","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-06-26,8.8
"1156","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-07-24,8.8
"1157","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-12-22,1
"1158","PT","PARTIDO DOS TRABALHADORES","OUTROS",2017-10-25,31.5
"1159","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2017-05-11,547.1
"1160","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2017-12-28,1666.67
"1161","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-05-31,280.57
"1162","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-07-05,289.81
"1163","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-11-07,681.49
"1164","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2017-05-02,3000
"1165","PTB","PARTIDO TRABALHISTA BRASILEIRO","DOCUMENTO FISCAL",2017-09-30,1000
"1166","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-05-31,257.1
"1167","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-08-08,480.94
"1168","PTB","PARTIDO TRABALHISTA BRASILEIRO","RECIBO",2017-09-30,5498.16
"1169","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-11-30,3000
"1170","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-05-02,58.5
"1171","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-11-10,8
"1172","PTB","PARTIDO TRABALHISTA BRASILEIRO","FATURA",2017-05-31,66.31
"1173","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-10-01,1975.31
"1174","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-03-28,8.8
"1175","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-09-05,1
"1176","PTB","PARTIDO TRABALHISTA BRASILEIRO","OUTROS",2017-08-31,24.69
"1177","REPUBLICANOS","REPUBLICANOS","DOCUMENTO FISCAL",2017-06-06,550
